Employee ID,Name,Department,Salary
19185,Vishwani Leonhardt,Quality Management,44725
19186,Shaunak Liedekerke,Production,91365
19187,Arvin Sabnani,Development,69081
19189,Prasadram Famili,Development,55532
19190,Giordano Farrag,Sales,98805
19191,Moheb Kalefeld,Production,81259
19192,Yinlin Schusler,Development,90537
19193,Jungsoon Syrzycki,Human Resources,71559
19195,Honglan Falby,Sales,89996
19197,Licheng Papsdorf,Marketing,92938
19198,Moty Remmele,Sales,65696
19199,Danil Szemeredi,Production,70709
19199,Danil Szemeredi,Development,70709
19200,Shietung Serra,Marketing,104442
19201,Arto Sommen,Sales,94916
19203,Ipke Zlotek,Development,59017
19204,Florian Ouhyoung,Production,76891
19205,Moto Sinitsyn,Sales,102395
19206,Wanqing Pellegrinelli,Production,94068
19207,Shiv Validov,Sales,68637
19209,Berhard Encarnacion,Human Resources,50499
19210,Huican Mondadori,Sales,72044
19210,Huican Mondadori,Customer Service,72044
19211,JiYoung Oxman,Production,101449
19212,Sorina Giarratana,Development,65940
19213,Seshu Eterovic,Production,69119
19214,Patricia Gulla,Finance,65282
19215,Zhenbing Oxenboll,Sales,77880
19216,Sreekrishna Sommen,Production,64249
19218,Steve Rahimi,Sales,97727
19219,Troy Chorvat,Sales,111450
19220,Khaled Beidas,Sales,105092
19220,Khaled Beidas,Marketing,105092
19221,Gonzalo Engberts,Research,71536
19222,Kazuyasu Perz,Production,56424
19223,Jaihie Baba,Development,89835
19225,Roselyn Openshaw,Marketing,68994
19226,Jaques Rouquie,Sales,81763
19227,Subbu Passafiume,Quality Management,63794
19228,LiMin Siochi,Production,85930
19229,Rutger Spieker,Development,73842
19231,Sanjeeva Jahnichen,Production,76861
19232,Chandrasekaran Bodoff,Customer Service,50582
19233,Zhanqiu Nanard,Sales,94830
19234,Kazuhira Cooke,Production,56345
19235,Ishfaq Bottner,Quality Management,73007
19236,Elzbieta Morris,Production,100801
19238,Sarita Birge,Finance,88972
19239,Karoline Azevdeo,Sales,72453
19239,Karoline Azevdeo,Marketing,72453
19240,Weiwu Spell,Development,59768
19241,Vojin Vernadat,Development,77924
19242,Kenroku Demri,Sales,81338
19243,Chenyi Vitiello,Sales,83902
19244,Guenter Vitiello,Human Resources,56828
19245,Souichi Barvinok,Quality Management,95794
19247,Jiong Ramras,Finance,89437
19248,Yucel Kaiser,Sales,123445
19249,Saniya Iivonen,Quality Management,45390
19249,Saniya Iivonen,Production,45390
19251,Yongmin Kalsbeek,Production,60506
19252,Luerbio Constantine,Human Resources,60817
19253,Sajjan Hitomi,Production,67900
19254,Chaoyi Sommer,Human Resources,64848
19255,Val Munro,Human Resources,50963
19256,Rosita Riexinger,Customer Service,58256
19257,Uzi Bahl,Development,52859
19259,Anoosh Pelc,Development,80585
19260,Giao Baja,Customer Service,87924
19260,Giao Baja,Sales,87924
19261,Shrikanth Zambonelli,Sales,83640
19262,Hausi Genin,Development,62816
19263,Sreekrishna Engberts,Development,59331
19264,Srinidhi Collavizza,Production,100266
19266,Munehiko Reutenauer,Customer Service,51595
19267,Subhankar Gniady,Human Resources,71205
19268,Adit Papastamatiou,Production,70687
19270,Dhritiman Capobianchi,Development,73169
19270,Dhritiman Capobianchi,Quality Management,73169
19271,Heng Rajala,Production,55417
19273,Luigi Klyachko,Quality Management,75001
19274,Jaideep Marwedel,Production,71932
19275,Kristina Lung,Sales,50683
19277,Huican Morton,Production,76312
19278,Guenter Mahnke,Development,82370
19279,Goo Eickenmeyer,Sales,100910
19280,Kwangjo dAstous,Quality Management,42449
19280,Kwangjo dAstous,Production,42449
19281,Jeanna Pulkowski,Development,45106
19283,Breannda Erol,Production,43361
19285,Demin Harnett,Development,105776
19286,Leszek Unno,Development,46662
19287,Olivera Isaak,Production,47426
19288,Freyja Baja,Research,58570
19289,Guther Waymire,Development,60898
19290,Leni Rusterholz,Development,75506
19290,Leni Rusterholz,Production,75506
19291,Filipp Alpin,Development,45741
19292,Abdelaziz Slobodova,Customer Service,55150
19294,IEEE Schoegge,Development,54058
19295,Tze Gladwell,Quality Management,83085
19296,Vatsa Mellouli,Customer Service,62914
19297,Gritta Nitta,Production,62867
19298,Josyula Nollmann,Research,60061
19299,Djenana Leslie,Production,71598
19299,Djenana Leslie,Customer Service,71598
19301,Shih Fortenbacher,Production,67504
19302,Khue Farrar,Production,65854
19304,Macha Vadhan,Research,105987
19305,Sampalli Deverell,Development,72437
19306,Debatosh Pagter,Development,53264
19307,Jongsuk Baca,Sales,66295
19308,Premal Stamatiou,Production,58658
19309,Stein Schaaf,Quality Management,48092
19310,Bouchung Guerreiro,Research,64302
19310,Bouchung Guerreiro,Development,64302
19311,Aleksandar Nitto,Sales,119934
19313,Serif Msuda,Production,92610
19314,JoAnna Aloia,Sales,69062
19315,Remko Krogh,Human Resources,63574
19316,Gao Iisaka,Development,76229
19317,JoAnna Munck,Production,65001
19318,Xianlong Halevi,Sales,86389
19318,Xianlong Halevi,Customer Service,86389
19319,Basil Welham,Sales,82658
19320,Rosella Poulakidas,Research,69340
19322,Domenick Schwartzburd,Production,59974
19323,Yuriy Gilg,Finance,73846
19324,Filipe Dahlbom,Production,55873
19325,Danil Gargeya,Development,70181
19326,Abdelkader Erbe,Development,60480
19327,Barun Speer,Development,71909
19328,Yannik Smeets,Quality Management,52609
19328,Yannik Smeets,Production,52609
19329,Alair Marletta,Production,66837
19331,Geoff Remmers,Development,87366
19332,Changho Khamsi,Quality Management,98793
19333,Sanjeeva Schrooten,Development,79680
19334,Pascal Shimshoni,Development,65265
19335,Susanta Khalid,Research,65849
19336,Younwoo Demir,Human Resources,85316
19337,Gift Taneja,Customer Service,67868
19339,KayLiang Benzmuller,Development,90442
19339,KayLiang Benzmuller,Research,90442
19340,Chenxi Percebois,Customer Service,73308
19341,Xiping Murillo,Finance,75190
19344,Jagoda Moffat,Research,66406
19345,Tsuneo Kobara,Research,56747
19346,Dmitri Schueller,Production,62053
19347,Ziyad Ranze,Production,93918
19347,Ziyad Ranze,Research,93918
19348,Kiyomitsu Vieth,Research,87367
19349,Yongdong Roison,Human Resources,51846
19350,Satoru Yoshizawa,Customer Service,53560
19351,Sivanarayana Pardalos,Development,83010
19353,Mayumi Schaar,Development,102036
19354,Xiaoqiang Hartvigsen,Development,60488
19355,Akeno Zeleznik,Development,75534
19356,Masato Prenel,Customer Service,74153
19356,Masato Prenel,Marketing,74153
19357,Tadahiro Peha,Development,47785
19359,Fumiya Jervis,Development,64329
19360,Mohammad Schiettecatte,Sales,65287
19361,Chenye Kruskal,Production,49832
19362,Eirik Lorho,Human Resources,48866
19363,Prasadram Toyoshima,Development,52031
19364,Yuping Mitina,Quality Management,73559
19366,Gilbert Escriba,Human Resources,98868
19366,Gilbert Escriba,Finance,98868
19367,Spyrose McFarlin,Sales,70925
19368,Isaac Bresenham,Production,49613
19369,Karoline Sessa,Development,62421
19371,Sariel Gonthier,Production,47170
19372,Temple Isaac,Quality Management,49322
19373,Xumin Bojadziev,Sales,85031
19374,Gian Ducloy,Development,78065
19375,Sanjoy Bottner,Development,67020
19375,Sanjoy Bottner,Quality Management,67020
19377,Surveyors Xiaoshan,Development,67769
19378,Mrinalini Pulkowski,Marketing,73019
19379,Nakhoon Yurek,Development,75207
19380,Divier Lorcy,Development,57745
19381,Xiahua Holburn,Sales,110718
19382,Jeanna Whitcomb,Development,56715
19383,Ingemar Oskamp,Development,59890
19383,Ingemar Oskamp,Production,59890
19385,Christ DuBourdieux,Finance,89356
19387,Aris Birdsall,Customer Service,52906
19388,Chriss Daescu,Development,46765
19390,Slavian Melton,Production,75871
19391,Soenke Braunschweig,Research,68647
19392,Khoa Walston,Research,65428
19393,Boaz Back,Research,83082
19394,Charmane Bahl,Human Resources,94216
19394,Charmane Bahl,Finance,94216
19395,Wojceich Gluchowski,Research,81527
19397,Arnd Diderrich,Customer Service,75680
19398,Luisa Randi,Development,46379
19399,Dulce Jiang,Production,92447
19400,Ekawit Koshino,Production,55751
19401,Yurij Valiente,Sales,75133
19402,Berna Legleitner,Customer Service,62703
19403,Pascal Brookner,Development,61123
19403,Pascal Brookner,Research,61123
19404,Szabolcs Greenaway,Production,48401
19406,Sakthirel Lindenbaum,Production,81407
19407,Jamaludin Murtafg,Marketing,64915
19408,Piyush Comellas,Production,45585
19409,Shietung Azumi,Development,68894
19410,Rosella Glinert,Development,59769
19411,Giordano Fujisawa,Development,65949
19412,Bowen Goodrum,Development,54200
19413,Qiwen Brendel,Production,83100
19415,Angel Genin,Marketing,117253
19416,Howell DeMori,Sales,98158
19417,Behnaam Ghemri,Research,73471
19419,Palash Bernardeschi,Sales,80889
19420,Howell Byoun,Sales,110699
19422,Florian Budinsky,Production,68499
19422,Florian Budinsky,Quality Management,68499
19424,Shooichi Chvatal,Sales,98860
19425,Xuejia Pettey,Development,76361
19426,Ishfaq Luan,Production,60494
19427,Deniz Parhami,Finance,129109
19428,Rosita Ghelli,Marketing,78432
19429,Weidon Eastman,Development,66260
19431,Billie Sabnani,Development,62559
19431,Billie Sabnani,Production,62559
19432,Barton Kambil,Sales,96419
19434,Seongbae Khalil,Human Resources,46210
19436,Heping Vendrig,Sales,74578
19437,Horward Conry,Sales,77180
19438,Halsur Genther,Marketing,93840
19439,Toshimori Yavatkar,Production,71808
19440,Gill Peha,Development,78029
19440,Gill Peha,Research,78029
19441,Akhilish Linares,Development,77010
19444,Sajjad Khasidashvili,Production,62375
19446,Serge Keustermans,Finance,50009
19448,Malu Kaminger,Customer Service,97017
19448,Malu Kaminger,Sales,97017
19449,Shietung Jansen,Sales,79374
19452,Jiakeng Onuegbe,Development,50649
19453,Baoqiu Buescher,Customer Service,44711
19454,Taisook Hutter,Human Resources,76251
19455,Geoffry Kusalik,Production,53122
19457,Fusako Ozeki,Finance,57203
19458,Chenxi Gomatam,Production,69788
19459,Sadun Kawashimo,Research,58840
19460,Christfried Rahier,Research,79802
19461,Masali Butterworth,Customer Service,56695
19462,Kerhong Luff,Development,55870
19463,Jacopo Bresenham,Customer Service,57570
19464,Yannik Limongiello,Marketing,100459
19464,Yannik Limongiello,Sales,100459
19466,Chenyi Rodite,Development,66055
19467,Mitchel Ecklund,Customer Service,75294
19468,Chenyi Rabejac,Production,53276
19469,Jiong Hockney,Quality Management,80419
19470,Patricio Luiz,Development,63372
19472,Souichi Stroustrup,Customer Service,58709
19473,Venkatesan Khalid,Sales,70458
19473,Venkatesan Khalid,Marketing,70458
19474,Rasikan Tasistro,Sales,95155
19475,Limsoon Muchinsky,Customer Service,79346
19476,Maha Viele,Development,75052
19477,Persi Tramer,Research,58052
19479,Nathan Kakkar,Production,77199
19480,Susumu Lanteri,Development,55925
19481,Heather Zambonelli,Production,60802
19483,Remmert Dulay,Research,78663
19484,Hitomi Cyne,Finance,64495
19484,Hitomi Cyne,Human Resources,64495
19485,Marko Lamparter,Production,57933
19486,Alois Baez,Production,66053
19487,Huiqun Cannane,Development,89859
19488,Maris Perly,Development,63913
19489,Ramzi Papadias,Sales,110648
19490,Odoardo Heuter,Sales,97829
19492,Kwun Hutton,Sales,68235
19492,Kwun Hutton,Marketing,68235
19493,Caolyn Tramer,Production,73910
19494,Theirry Farrar,Production,85514
19496,Mircea Thorelli,Sales,48210
19497,Lorien Conde,Production,47396
19498,Uma Thebaut,Sales,124982
19499,Parke Hagimont,Development,62669
19500,Shaowen Plessier,Marketing,75390
19500,Shaowen Plessier,Sales,75390
19501,Kokou Baranowski,Finance,86300
19502,Yongqiao Tibblin,Production,89251
19503,Jaana Papsdorf,Production,64738
19505,Sadun Randt,Finance,90197
19506,Gila Billawala,Development,60022
19507,Eben Boissier,Marketing,66590
19508,Quingbo Sanella,Development,55233
19509,Shushma Velasco,Customer Service,62276
19509,Shushma Velasco,Sales,62276
19510,Subhash Unno,Quality Management,67122
19511,Jamaludin Fujisaki,Marketing,88045
19513,Rosalyn Siepmann,Customer Service,76293
19514,Nirmal Brender,Development,80820
19515,Keiichiro Gurbaxani,Development,118287
19517,Gor Hiroyama,Human Resources,60714
19518,Genta Vieri,Human Resources,53036
19518,Genta Vieri,Finance,53036
19520,Weiye Ossenbruggen,Development,76231
19521,Uzi Cunliffe,Production,51681
19522,Rafail Cappelletti,Development,51346
19523,Froduald Czaja,Finance,99681
19524,Emran Rosis,Sales,62780
19525,Nitsan Lieberherr,Sales,70130
19526,Florina Barbanera,Marketing,88859
19527,Ulf Chvatal,Production,52811
19529,Arun Minakawa,Development,74458
19530,Barry Dratva,Customer Service,47864
19531,Phillip Picel,Customer Service,80373
19532,Mizuhito Gimbel,Sales,67140
19533,Jacqueline Grospietsch,Sales,114428
19534,Satosi Moehrke,Customer Service,52674
19535,Ottavia Pintelas,Human Resources,54320
19536,Kolar Hmelo,Quality Management,67674
19538,Rasikan Angelov,Research,74315
19539,Premsyl Ramsak,Research,51610
19539,Premsyl Ramsak,Development,51610
19540,Tsvetan Maliniak,Development,60582
19542,Xiaoqiu Biron,Customer Service,53588
19543,Chaitali Perl,Development,71847
19544,Itzchak Comte,Development,71761
19545,Gen Lanteri,Development,114341
19546,Kwan Penz,Production,42090
19547,Xiaoshan Limongiello,Research,64289
19547,Xiaoshan Limongiello,Development,64289
19548,Chriss Kowalchuk,Human Resources,58409
19549,Uli Muhlberg,Development,90708
19551,Radhika Solares,Finance,113864
19552,Otilia Bednarek,Research,70941
19553,Prodip Nitto,Research,77187
19554,Sungwon Viele,Development,82173
19555,Sampalli Levergood,Development,46937
19555,Sampalli Levergood,Quality Management,46937
19556,Macha Stanfel,Development,51735
19557,Kish Negoita,Production,68904
19560,Premsyl Byoun,Development,66868
19561,Mark Kinley,Production,93381
19562,Suzette Manders,Development,54133
19563,Heejo Bergere,Marketing,55605
19564,Shigeu Atchley,Production,83845
19564,Shigeu Atchley,Development,83845
19565,Zito Riesenhuber,Production,51785
19566,Eberhardt Barinka,Development,81818
19567,Kazuhiro Adachi,Marketing,85158
19569,Xiong Azulay,Development,67111
19571,Venkatesan Poehlman,Development,79275
19573,Venkatesan Lambe,Marketing,76933
19574,Tse Pocchiola,Development,87158
19574,Tse Pocchiola,Research,87158
19575,Vishv Lampe,Development,83926
19576,Jamaludin Luff,Production,64468
19577,Honesty Haumacher,Human Resources,61160
19579,Georgi Impagliazzo,Production,48890
19580,Stein Tagansky,Sales,106397
19581,Mani Pell,Research,86248
19582,Mokhtar Macedo,Development,63663
19583,Edwin Veccia,Production,79864
19583,Edwin Veccia,Research,79864
19585,Goncalo Ernst,Marketing,74864
19586,Hirochika Minakawa,Development,63463
19587,Masaru Narahari,Production,67400
19588,Chinya Ballarin,Human Resources,61557
19589,Zhonghua Krychniak,Production,80618
19590,Zita Rosch,Production,62404
19591,Chenye Ashish,Production,56198
19593,Mohd Feldhoffer,Production,59037
19593,Mohd Feldhoffer,Customer Service,59037
19594,Miquel Walstra,Finance,61223
19596,Shmuel Cichocki,Development,69914
19597,Margo Rabejac,Development,64327
19598,Kerryn Lundstrom,Sales,95067
19599,Leucio Lalonde,Research,75665
19600,Brigham Siochi,Marketing,62020
19601,Ibibia Lundstrom,Sales,90213
19602,Sandeepan Olivero,Production,71047
19605,Zhigen Azuma,Marketing,59873
19606,Krisda Sridhar,Development,55372
19607,Christoph Ranze,Production,52158
19608,Frederique Skrikant,Production,91025
19609,Owen Ramsay,Customer Service,61871
19610,Kristina Tibblin,Sales,69355
19611,Yechiam Veldwijk,Human Resources,48836
19612,Chenxi Erdmenger,Marketing,125983
19612,Chenxi Erdmenger,Customer Service,125983
19615,Isaac Taneja,Development,74781
19616,Niranjan Uchoa,Development,52260
19617,Mircea Landherr,Production,68939
19618,Karlis Zizka,Finance,78582
19619,Zhonghui Staylopatis,Quality Management,52483
19620,Nikolaos Bauknecht,Production,73390
19621,Radhakrishnan Albarhamtoshy,Development,70425
19624,Younwoo Wolniewicz,Sales,84809
19625,Gio Hiltgen,Development,60393
19626,Shawna Beutelspacher,Research,54386
19628,Sanjai Berstel,Sales,89739
19629,Stepehn Matzke,Sales,94537
19630,Fay Karner,Customer Service,40861
19631,Rasikan Haldar,Production,51836
19632,Toong Cincotta,Development,46048
19632,Toong Cincotta,Research,46048
19633,Tayeb Nourani,Development,62148
19634,Phuoc Etalle,Sales,85323
19635,Basant Pelz,Customer Service,74381
19637,Dipayan Papastamatiou,Development,81086
19638,Baziley Fargier,Production,66651
19639,Sibyl Terlouw,Human Resources,58858
19640,Tonny Francisci,Quality Management,74076
19640,Tonny Francisci,Production,74076
19641,Subhrajyoti Krupka,Development,52576
19642,Volkmar Lakshmanan,Development,54357
19644,Jackson Isaac,Production,80134
19645,Mokhtar Decaestecker,Customer Service,69495
19646,Ingemar Rosenbaum,Development,69160
19647,Zeydy Melichar,Customer Service,52815
19648,Armond Guting,Customer Service,62921
19648,Armond Guting,Production,62921
19649,Marin Hashii,Human Resources,49247
19650,Douadi Ernst,Production,48602
19651,Eberhardt Dratva,Production,59987
19653,Gay Crooks,Development,78518
19654,Tooru Kropf,Development,75165
19655,Arunachalam Flowers,Finance,68616
19656,Patricia Lundstrom,Production,60166
19658,Taegyun Moehrke,Production,60761
19658,Taegyun Moehrke,Development,60761
19659,Candido Iacovou,Human Resources,59285
19660,Insup Kadhim,Production,65359
19661,Sangeeta Speckmann,Research,62143
19662,Kagan Mundy,Sales,72180
19663,Sverrir Navazio,Sales,108124
19664,JiYoung Khalil,Customer Service,56131
19665,Khalid Zielinski,Development,76669
19667,Munenori Matzel,Marketing,77137
19668,Goa Kolinko,Customer Service,64955
19668,Goa Kolinko,Sales,64955
19669,Shem Honiden,Sales,92432
19670,Khatoun Basagni,Customer Service,64555
19672,Sham McAlpine,Marketing,47163
19673,Ishfaq Lorie,Development,78098
19674,Mart Varley,Customer Service,46751
19675,Isamu Herath,Sales,115788
19676,Lokesh Tagansky,Human Resources,57248
19677,Reuven Yemenis,Development,76703
19677,Reuven Yemenis,Quality Management,76703
19678,Xiping Plotkin,Development,65279
19680,Vojin Horswill,Development,66828
19682,IEEE Rosenbaum,Finance,82943
19683,Subhrajyoti Aseltine,Sales,88543
19684,Anneke Swab,Sales,86696
19685,Kasturi Frolund,Production,66537
19686,Falguni Terekhov,Development,76913
19686,Falguni Terekhov,Research,76913
19687,Abdelwaheb Picci,Marketing,69586
19688,Kinh Rando,Production,49163
19690,Arch Holburn,Quality Management,68209
19691,Hatsukazu Mungall,Development,67217
19693,Fay Bernini,Development,80227
19694,Vitali Quadeer,Production,51792
19695,Pramod Nooteboom,Research,82939
19696,Tristan Stafford,Human Resources,80195
19696,Tristan Stafford,Finance,80195
19697,Supot Thombley,Production,49944
19698,Gina Avouris,Sales,94378
19700,George Kitai,Sales,85070
19701,Satosi Raczkowsky,Production,51579
19702,Akemi Pettey,Finance,58260
19703,Gopalakrishnan Marchegay,Sales,88123
19704,Maha Rando,Development,53860
19705,Roddy Casperson,Sales,90364
19707,Yaghout Fadgyas,Development,65093
19707,Yaghout Fadgyas,Production,65093
19708,Ortrud Biros,Sales,55883
19709,Xiaopeng Asmuth,Production,88010
19710,Ghassan Henders,Development,81573
19711,Leucio Picco,Customer Service,60487
19712,Kristine Litzler,Customer Service,78224
19714,Qiwen Dulli,Development,44076
19716,Dines Laurillard,Sales,115250
19718,Josyula Cunliffe,Development,62089
19718,Josyula Cunliffe,Research,62089
19719,Brendon Shokrollahi,Customer Service,59637
19720,Kwangyoen Maksimenko,Development,68868
19721,Fusako Lieberherr,Research,77530
19723,Xuejun Magalhaes,Sales,65775
19724,Visit Hasham,Sales,88444
19726,Herb Syrotiuk,Finance,64289
19727,Serge Milicia,Customer Service,50036
19727,Serge Milicia,Production,50036
19728,Candido Ramsey,Sales,103972
19729,Debatosh Randi,Development,74858
19730,Herbert Bashian,Human Resources,52723
19731,Moriyoshi Hempstead,Quality Management,81193
19732,Alagu Gihr,Development,63716
19733,Leon Salverda,Development,63942
19736,Jingling Schieder,Production,58170
19737,Harngdar Cools,Production,92283
19737,Harngdar Cools,Quality Management,92283
19738,Giri Sury,Marketing,94105
19739,Stein Zeidenstein,Development,66301
19741,Alexius Bauknecht,Development,68231
19742,George Madeira,Development,65458
19743,Nimmagadda Mikschl,Finance,95303
19744,Aleksander Skafidas,Development,78322
19745,Toshiki Nollmann,Production,67257
19747,Renee Olano,Sales,106388
19748,Mario Aumann,Development,44921
19748,Mario Aumann,Quality Management,44921
19749,Gritta Mitina,Research,67936
19750,Gudjon Carrere,Production,82498
19751,Aruna Madeira,Production,67613
19752,Sampalli Swiler,Sales,75497
19754,Nectarios Litecky,Quality Management,62233
19755,Stabislas Angelopoulos,Development,46752
19756,Navid Birsak,Development,89373
19757,Khalil Azadmanesh,Production,51394
19758,Rildo Birdsall,Development,80262
19759,Ziva Marchegay,Production,71295
19759,Ziva Marchegay,Quality Management,71295
19760,Boriana Luft,Sales,86431
19762,Sushant Valiente,Sales,74186
19763,Sudhanshu Pouyioutas,Production,52987
19764,Ekawit Cooke,Development,48990
19765,Leaf Huttel,Human Resources,51198
19766,Saeed Munke,Customer Service,80711
19767,Shen Levergood,Production,49175
19768,Barna Demeyer,Development,66143
19770,Fabrizio Einsfeld,Sales,71999
19770,Fabrizio Einsfeld,Marketing,71999
19771,Aral Katalagarianos,Finance,101996
19774,Freyja Mandelberg,Production,61638
19775,Nikolaos Luiz,Development,51807
19777,Halsur Ferretti,Sales,88266
19779,Yinghua Besselaar,Sales,97437
19779,Yinghua Besselaar,Finance,97437
19780,Maria Lowrie,Production,48243
19781,Oldrich Sudkamp,Sales,112725
19782,Conrado Emmart,Development,74605
19783,Kasturi Benzmuller,Production,54684
19784,Zhenhua Casley,Marketing,97679
19786,Hein Pelc,Production,95301
19787,Atilio Perl,Production,49387
19788,Shahid Birdsall,Marketing,98470
19789,Subhrajyoti Porotnikoff,Development,77002
19791,Kankanahalli Azulay,Production,67630
19792,Hidde Pollock,Sales,88873
19794,Kellyn Danecki,Customer Service,87506
19795,Demos Eugenio,Finance,82063
19796,Marjo Peral,Production,70486
19797,Kristen Merro,Marketing,47422
19798,Denis Schmezko,Development,98518
19798,Denis Schmezko,Research,98518
19800,Kagan Heiserman,Development,62513
19801,Xiaopeng Solovay,Customer Service,44979
19802,Unal Gihr,Development,71132
19803,Ziva Kowalchuk,Development,104052
19804,Tamiya Benzmuller,Finance,64664
19805,Danco Clouatre,Development,71079
19806,Bojan Kaiser,Development,49141
19807,Lillian Eiter,Production,54218
19809,Cordelia Sudkamp,Human Resources,56856
19810,Tesuro Pellegrinelli,Research,58609
19811,Kerhong Nishimukai,Finance,70372
19813,Nevin Jervis,Sales,97019
19814,Subhrajyoti Rosaz,Research,69883
19815,Lunjin Morrey,Production,77020
19816,Chandrasekaran Rijsenbrij,Quality Management,60245
19817,Aran Esteva,Finance,72600
19817,Aran Esteva,Human Resources,72600
19819,Inderjeet Rabehasaina,Development,41653
19820,Idoia Falco,Production,64911
19822,Zijian Fiutem,Sales,77919
19824,Kinh Zykh,Sales,114596
19825,Oguz Orlowski,Development,64262
19826,Fox Christ,Sales,83363
19827,Chriss Bojadziev,Development,70911
19827,Chriss Bojadziev,Quality Management,70911
19828,Dannz Maliniak,Quality Management,86659
19829,Toshiko Casley,Quality Management,53895
19830,Ulises Cronau,Development,53445
19832,Shaleah Validov,Development,87531
19833,Bikash Viele,Development,67802
19835,Patricio Baek,Customer Service,70250
19836,Gladys Levasseur,Customer Service,85593
19836,Gladys Levasseur,Sales,85593
19838,Jaewoo Bade,Production,77192
19839,Tadahiro Hempstead,Development,61481
19840,Danil Baig,Sales,83648
19841,Adil Straney,Sales,63782
19843,Mohamadou Peir,Marketing,92846
19844,Gennady Pillow,Sales,68098
19845,Danae Hainaut,Development,59353
19846,Dinkar Feldmann,Customer Service,98899
19846,Dinkar Feldmann,Sales,98899
19847,Aamod Lanphier,Development,64154
19848,Marlo Schaaf,Research,64570
19849,Weicheng Serre,Sales,83599
19852,Hauke Slobodova,Production,50870
19853,Edwin Randi,Quality Management,71609
19854,Youssef Orsini,Development,68037
19855,Masali Lemarechal,Sales,86399
19856,Keiichiro Olivero,Development,99295
19858,Mohua Zschoche,Research,56929
19859,Gal Denis,Sales,76538
19860,Hidefumi Gerlach,Quality Management,57565
19862,Marla Bouloucos,Production,55583
19863,Nectarios Pocchiola,Customer Service,45035
19864,Breannda Rotem,Human Resources,62839
19865,Danae Erez,Production,48792
19867,Wuxu Litzkow,Customer Service,53582
19868,Jaihie Godskesen,Marketing,78010
19868,Jaihie Godskesen,Sales,78010
19869,Fusako Seghrouchni,Sales,116007
19870,Tadahiko Anick,Development,65373
19871,Ayonca Marrakchi,Production,63803
19873,Conrado Pietracaprina,Marketing,70079
19874,Xuejia Kuzuoka,Sales,133486
19875,Van Zongker,Quality Management,50918
19876,Sreekrishna Bodoff,Production,67618
19877,Elzbieta Shumilov,Production,73486
19877,Elzbieta Shumilov,Development,73486
19879,Pascal Barvinok,Marketing,98499
19880,Moti Benantar,Development,66118
19881,Christophe Schaar,Production,79800
19882,Thanasis Demri,Human Resources,71611
19883,Yongqiao Biros,Production,70847
19884,Mohammed Spieker,Development,56851
19886,Bojan Duclos,Human Resources,57904
19886,Bojan Duclos,Marketing,57904
19887,Itzchak Pluym,Development,77978
19889,Hongzue Reinhard,Sales,81040
19890,Surveyors McFarlin,Sales,71241
19891,Rildo Matzke,Production,64028
19893,Marla Chvatal,Development,55426
19894,Bernardo Ullian,Customer Service,56151
19895,Zengping Perin,Marketing,79352
19896,Francesca Rattan,Quality Management,72798
19897,Shooichi Narlikar,Research,78910
19897,Shooichi Narlikar,Development,78910
19898,Vidar Aamodt,Sales,91272
19899,Sedat Peot,Development,59009
19901,Tsvetan Stasinski,Human Resources,80738
19902,Sverrir Mapelli,Production,56996
19903,Georgi Delgrossi,Development,60219
19904,Mototsugu Rosenbaum,Production,73086
19905,Phule Jiang,Marketing,85746
19906,Francoise Angiulli,Development,56433
19907,Xiaobin Minakawa,Sales,95443
19907,Xiaobin Minakawa,Finance,95443
19909,Ronnie Linares,Finance,85152
19910,Ramzi Syrzycki,Production,64817
19911,Siamak Fabrizio,Sales,63204
19912,Feixiong Driscoll,Finance,56047
19913,Yishay Eiter,Development,58117
19915,Mohit Snedden,Human Resources,60065
19916,Shuji Oxman,Sales,65122
19918,Lech Goodrum,Development,58603
19918,Lech Goodrum,Research,58603
19919,Chrisa Gornas,Human Resources,74036
19922,Patricio Meriste,Marketing,114772
19923,Valeska Kugler,Development,89716
19924,Domenick Lakshmanan,Development,73793
19925,Zhiguo Fraisse,Finance,87198
19926,Pragnesh Coors,Development,57639
19927,Siamak Terlouw,Customer Service,48214
19930,Jianwen Conia,Marketing,78551
19932,Khaled Begiun,Production,64712
19933,Taizo Bharadwaj,Human Resources,74161
19934,Noritoshi Pagter,Sales,57321
19935,Zorica Georgakopoulos,Development,89244
19937,Flemming Kavanagh,Human Resources,48603
19937,Flemming Kavanagh,Finance,48603
19938,Premal Rindone,Development,52682
19940,Reinhard Einsfeld,Sales,88067
19941,Toney Luef,Development,62465
19943,Shimshon Schoegge,Production,95087
19945,Kish Akiyama,Development,78631
19945,Kish Akiyama,Research,78631
19946,Owen Levasseur,Finance,58524
19947,Zhongwei Ellozy,Finance,96600
19949,Almudena Gils,Production,61588
19950,Jaroslava Kusakari,Development,78154
19951,Oksana Hasenauer,Sales,66807
19952,Conrado Atrawala,Production,51345
19954,Fayez Grandbois,Development,74833
19955,IEEE Conry,Customer Service,98874
19955,IEEE Conry,Sales,98874
19956,Kasidit Andreotta,Development,51767
19957,Goh Macedo,Sales,97059
19958,Christophe Boguraev,Research,73379
19959,Krister Perry,Development,77051
19960,Hyuncheol Khalil,Customer Service,47512
19961,Yagil Laventhal,Production,58797
19963,Luise Lorys,Production,42856
19964,Shrikanth Wilfing,Production,43844
